Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/16/2021 4:57:06 a. m.,"364","23.9","34","945"
1/16/2021 4:58:06 a. m.,"370","23.9","34","945"
1/16/2021 4:59:06 a. m.,"359","23.9","34","945"
1/16/2021 5:00:06 a. m.,"357","23.8","34","945"
1/16/2021 5:01:06 a. m.,"389","23.8","34","945"
1/16/2021 5:02:06 a. m.,"370","23.8","34","945"
1/16/2021 5:03:06 a. m.,"370","23.8","34","945"
1/16/2021 5:04:06 a. m.,"361","23.8","34","945"
1/16/2021 5:05:06 a. m.,"381","23.7","34","945"
1/16/2021 5:06:06 a. m.,"363","23.8","34","945"
1/16/2021 5:07:06 a. m.,"363","23.8","34","945"
1/16/2021 5:08:06 a. m.,"374","23.7","34","945"
1/16/2021 5:09:06 a. m.,"361","23.7","34","945"
1/16/2021 5:10:06 a. m.,"380","23.7","34","945"
1/16/2021 5:11:06 a. m.,"363","23.7","34","945"
1/16/2021 5:12:06 a. m.,"376","23.7","34","945"
1/16/2021 5:13:06 a. m.,"372","23.7","34","945"
1/16/2021 5:14:06 a. m.,"351","23.7","34","945"
1/16/2021 5:15:06 a. m.,"376","23.7","34","945"
1/16/2021 5:16:06 a. m.,"375","23.6","34","945"
1/16/2021 5:17:06 a. m.,"362","23.6","34","945"
1/16/2021 5:18:06 a. m.,"344","23.6","34","945"
1/16/2021 5:19:06 a. m.,"364","23.6","34","945"
1/16/2021 5:20:06 a. m.,"371","23.6","34","945"
1/16/2021 5:21:06 a. m.,"367","23.6","34","945"
1/16/2021 5:22:06 a. m.,"357","23.6","34","945"
1/16/2021 5:23:06 a. m.,"373","23.6","34","945"
1/16/2021 5:24:06 a. m.,"362","23.6","34","945"
1/16/2021 5:25:06 a. m.,"357","23.6","34","945"
1/16/2021 5:26:06 a. m.,"378","23.5","34","945"
1/16/2021 5:27:06 a. m.,"374","23.5","34","945"
1/16/2021 5:28:06 a. m.,"365","23.5","34","945"
1/16/2021 5:29:06 a. m.,"383","23.5","35","945"
1/16/2021 5:30:06 a. m.,"373","23.5","35","945"
1/16/2021 5:31:06 a. m.,"364","23.5","35","945"
1/16/2021 5:32:06 a. m.,"372","23.4","35","945"
1/16/2021 5:33:06 a. m.,"376","23.5","35","945"
1/16/2021 5:34:06 a. m.,"366","23.4","35","945"
1/16/2021 5:35:06 a. m.,"372","23.4","35","945"
1/16/2021 5:36:06 a. m.,"384","23.4","35","945"
1/16/2021 5:37:06 a. m.,"365","23.4","35","945"
1/16/2021 5:38:06 a. m.,"369","23.4","35","945"
1/16/2021 5:39:06 a. m.,"362","23.4","35","945"
1/16/2021 5:40:06 a. m.,"362","23.3","35","945"
1/16/2021 5:41:06 a. m.,"365","23.4","35","945"
1/16/2021 5:42:06 a. m.,"377","23.3","35","945"
1/16/2021 5:43:06 a. m.,"381","23.3","35","945"
1/16/2021 5:44:06 a. m.,"371","23.3","35","945"
1/16/2021 5:45:06 a. m.,"367","23.3","35","945"
1/16/2021 5:46:06 a. m.,"367","23.3","35","945"
1/16/2021 5:47:06 a. m.,"370","23.3","35","945"
1/16/2021 5:48:06 a. m.,"375","23.3","35","945"
1/16/2021 5:49:06 a. m.,"386","23.3","35","945"
1/16/2021 5:50:06 a. m.,"382","23.3","35","945"
1/16/2021 5:51:06 a. m.,"377","23.2","35","945"
1/16/2021 5:52:06 a. m.,"373","23.2","35","945"
1/16/2021 5:53:06 a. m.,"374","23.2","35","945"
1/16/2021 5:54:06 a. m.,"379","23.2","35","945"
1/16/2021 5:55:06 a. m.,"362","23.2","35","945"
1/16/2021 5:56:06 a. m.,"367","23.2","35","945"
1/16/2021 5:57:06 a. m.,"381","23.2","35","945"
1/16/2021 5:58:06 a. m.,"384","23.2","35","945"
1/16/2021 5:59:06 a. m.,"377","23.2","35","946"
1/16/2021 6:00:06 a. m.,"377","23.2","35","945"
1/16/2021 6:01:06 a. m.,"392","23.2","35","946"
1/16/2021 6:02:06 a. m.,"366","23.2","35","946"
1/16/2021 6:03:06 a. m.,"372","23.2","35","946"
1/16/2021 6:04:06 a. m.,"369","23.2","35","946"
1/16/2021 6:05:06 a. m.,"378","23.2","35","946"
1/16/2021 6:06:06 a. m.,"362","23.2","35","946"
1/16/2021 6:07:06 a. m.,"381","23.2","35","946"
1/16/2021 6:08:06 a. m.,"377","23.2","35","946"
1/16/2021 6:09:06 a. m.,"371","23.2","35","946"
1/16/2021 6:10:06 a. m.,"353","23.2","35","946"
1/16/2021 6:11:06 a. m.,"377","23.2","35","946"
1/16/2021 6:12:06 a. m.,"378","23.2","35","946"
1/16/2021 6:13:06 a. m.,"372","23.3","35","946"
1/16/2021 6:14:06 a. m.,"379","23.3","35","946"
1/16/2021 6:15:06 a. m.,"375","23.2","35","946"
1/16/2021 6:16:06 a. m.,"378","23.3","35","946"
1/16/2021 6:17:06 a. m.,"372","23.3","35","946"
1/16/2021 6:18:06 a. m.,"363","23.3","35","946"
1/16/2021 6:19:06 a. m.,"368","23.2","35","946"
1/16/2021 6:20:06 a. m.,"367","23.2","35","946"
1/16/2021 6:21:06 a. m.,"376","23.2","35","946"
1/16/2021 6:22:06 a. m.,"363","23.2","35","946"
1/16/2021 6:23:06 a. m.,"368","23.2","35","946"
1/16/2021 6:24:06 a. m.,"382","23.2","35","946"
1/16/2021 6:25:06 a. m.,"376","23.1","35","946"
1/16/2021 6:26:06 a. m.,"376","23.1","35","946"
1/16/2021 6:27:06 a. m.,"376","23.1","35","946"
1/16/2021 6:28:06 a. m.,"367","23.1","35","946"
1/16/2021 6:29:06 a. m.,"381","23.1","35","946"
1/16/2021 6:30:06 a. m.,"364","23.1","35","946"
1/16/2021 6:31:06 a. m.,"369","23.0","35","946"
1/16/2021 6:32:06 a. m.,"373","23.0","35","946"
1/16/2021 6:33:06 a. m.,"381","23.0","35","946"
1/16/2021 6:34:06 a. m.,"368","23.0","35","946"
1/16/2021 6:35:06 a. m.,"375","23.0","35","946"
1/16/2021 6:36:06 a. m.,"373","23.0","35","946"
1/16/2021 6:37:06 a. m.,"378","22.9","35","946"
1/16/2021 6:38:06 a. m.,"372","22.9","35","946"
1/16/2021 6:39:06 a. m.,"376","22.9","36","946"
1/16/2021 6:40:06 a. m.,"376","22.9","36","946"
1/16/2021 6:41:06 a. m.,"368","22.9","36","946"
1/16/2021 6:42:06 a. m.,"370","22.9","36","946"
1/16/2021 6:43:06 a. m.,"375","22.9","36","946"
1/16/2021 6:44:06 a. m.,"374","22.9","36","946"
1/16/2021 6:45:06 a. m.,"370","23.0","36","946"
1/16/2021 6:46:06 a. m.,"363","23.0","36","946"
1/16/2021 6:47:06 a. m.,"383","23.0","36","946"
1/16/2021 6:48:06 a. m.,"388","23.0","35","946"
1/16/2021 6:49:06 a. m.,"372","23.0","35","946"
1/16/2021 6:50:06 a. m.,"376","23.0","35","946"
1/16/2021 6:51:06 a. m.,"378","23.0","36","946"
1/16/2021 6:52:06 a. m.,"369","23.0","35","946"
1/16/2021 6:53:06 a. m.,"372","23.0","35","946"
1/16/2021 6:54:06 a. m.,"363","23.0","35","946"
1/16/2021 6:55:06 a. m.,"373","23.0","35","946"
1/16/2021 6:56:06 a. m.,"387","23.0","35","946"
1/16/2021 6:57:06 a. m.,"368","23.0","35","946"
1/16/2021 6:58:06 a. m.,"382","23.0","35","946"
1/16/2021 6:59:06 a. m.,"368","23.0","35","946"
1/16/2021 7:00:06 a. m.,"380","23.1","35","946"
1/16/2021 7:01:06 a. m.,"368","23.0","35","946"
1/16/2021 7:02:06 a. m.,"364","23.1","35","946"
1/16/2021 7:03:06 a. m.,"380","23.1","35","946"
1/16/2021 7:04:06 a. m.,"366","23.1","35","946"
1/16/2021 7:05:06 a. m.,"370","23.1","35","946"
1/16/2021 7:06:06 a. m.,"377","23.1","35","946"
1/16/2021 7:07:06 a. m.,"387","23.1","35","946"
1/16/2021 7:08:06 a. m.,"385","23.1","35","946"
1/16/2021 7:09:06 a. m.,"361","23.1","35","946"
1/16/2021 7:10:06 a. m.,"371","23.1","35","946"
1/16/2021 7:11:06 a. m.,"365","23.1","35","946"
1/16/2021 7:12:06 a. m.,"381","23.0","35","946"
1/16/2021 7:13:06 a. m.,"371","23.0","35","946"
1/16/2021 7:14:06 a. m.,"369","23.1","35","946"
1/16/2021 7:15:06 a. m.,"388","23.1","35","946"
1/16/2021 7:16:06 a. m.,"385","23.0","35","946"
1/16/2021 7:17:06 a. m.,"389","23.1","36","946"
1/16/2021 7:18:06 a. m.,"376","23.1","36","946"
1/16/2021 7:19:06 a. m.,"377","23.0","36","946"
1/16/2021 7:20:06 a. m.,"379","23.0","36","946"
1/16/2021 7:21:06 a. m.,"371","23.0","36","946"
1/16/2021 7:22:06 a. m.,"380","23.0","36","946"
1/16/2021 7:23:06 a. m.,"373","23.1","36","946"
1/16/2021 7:24:06 a. m.,"384","23.0","36","946"
1/16/2021 7:25:06 a. m.,"376","23.1","36","946"
1/16/2021 7:26:06 a. m.,"360","23.1","36","946"
1/16/2021 7:27:06 a. m.,"360","23.1","36","946"
1/16/2021 7:28:06 a. m.,"376","23.1","36","946"
1/16/2021 7:29:06 a. m.,"380","23.1","36","946"
1/16/2021 7:30:06 a. m.,"370","23.1","36","946"
1/16/2021 7:31:06 a. m.,"371","23.1","36","946"
1/16/2021 7:32:06 a. m.,"368","23.1","36","946"
1/16/2021 7:33:06 a. m.,"376","23.1","36","946"
1/16/2021 7:34:06 a. m.,"368","23.1","36","946"
1/16/2021 7:35:06 a. m.,"375","23.1","36","946"
1/16/2021 7:36:06 a. m.,"385","23.1","36","946"
1/16/2021 7:37:06 a. m.,"394","23.1","36","946"
1/16/2021 7:38:06 a. m.,"373","23.1","36","946"
1/16/2021 7:39:06 a. m.,"377","23.1","36","946"
1/16/2021 7:40:06 a. m.,"377","23.2","36","946"
1/16/2021 7:41:06 a. m.,"362","23.2","36","946"
1/16/2021 7:42:06 a. m.,"385","23.2","36","946"
1/16/2021 7:43:06 a. m.,"370","23.2","36","946"
1/16/2021 7:44:06 a. m.,"369","23.2","36","946"
1/16/2021 7:45:06 a. m.,"374","23.2","36","946"
1/16/2021 7:46:06 a. m.,"379","23.3","36","946"
1/16/2021 7:47:06 a. m.,"374","23.3","36","946"
1/16/2021 7:48:06 a. m.,"372","23.3","36","946"
1/16/2021 7:49:06 a. m.,"371","23.3","36","946"
1/16/2021 7:50:06 a. m.,"379","23.3","36","946"
1/16/2021 7:51:06 a. m.,"380","23.3","36","946"
1/16/2021 7:52:06 a. m.,"369","23.4","36","946"
1/16/2021 7:53:06 a. m.,"379","23.4","36","947"
1/16/2021 7:54:06 a. m.,"370","23.4","36","946"
1/16/2021 7:55:06 a. m.,"363","23.4","36","947"
1/16/2021 7:56:06 a. m.,"364","23.4","36","947"
1/16/2021 7:57:06 a. m.,"359","23.4","36","947"
1/16/2021 7:58:06 a. m.,"359","23.4","36","947"
1/16/2021 7:59:06 a. m.,"364","23.4","36","947"
1/16/2021 8:00:06 a. m.,"374","23.4","36","947"
1/16/2021 8:01:06 a. m.,"382","23.5","36","947"
1/16/2021 8:02:06 a. m.,"358","23.5","36","947"
1/16/2021 8:03:06 a. m.,"374","23.5","36","947"
1/16/2021 8:04:06 a. m.,"362","23.5","36","947"
1/16/2021 8:05:06 a. m.,"374","23.5","36","947"
1/16/2021 8:06:06 a. m.,"381","23.6","36","947"
1/16/2021 8:07:06 a. m.,"368","23.6","36","947"
1/16/2021 8:08:06 a. m.,"361","23.6","36","947"
1/16/2021 8:09:06 a. m.,"369","23.6","36","947"
1/16/2021 8:10:06 a. m.,"373","23.6","36","947"
1/16/2021 8:11:06 a. m.,"369","23.6","36","947"
1/16/2021 8:12:06 a. m.,"375","23.7","36","947"
1/16/2021 8:13:06 a. m.,"386","23.7","36","947"
1/16/2021 8:14:06 a. m.,"374","23.7","36","947"
1/16/2021 8:15:06 a. m.,"375","23.7","36","947"
1/16/2021 8:16:06 a. m.,"361","23.7","36","947"
1/16/2021 8:17:06 a. m.,"369","23.7","36","947"
1/16/2021 8:18:06 a. m.,"375","23.7","36","947"
1/16/2021 8:19:06 a. m.,"375","23.8","36","947"
1/16/2021 8:20:06 a. m.,"375","23.7","36","947"
1/16/2021 8:21:06 a. m.,"369","23.8","36","947"
1/16/2021 8:22:06 a. m.,"365","23.8","36","947"
1/16/2021 8:23:06 a. m.,"375","23.8","36","947"
1/16/2021 8:24:06 a. m.,"372","23.8","36","947"
1/16/2021 8:25:06 a. m.,"370","23.8","36","947"
1/16/2021 8:26:06 a. m.,"373","23.8","36","947"
1/16/2021 8:27:06 a. m.,"367","23.9","36","947"
1/16/2021 8:28:06 a. m.,"384","23.9","36","947"
1/16/2021 8:29:06 a. m.,"372","23.9","36","947"
1/16/2021 8:30:06 a. m.,"375","23.9","36","947"
1/16/2021 8:31:06 a. m.,"382","23.9","36","947"
1/16/2021 8:32:06 a. m.,"368","23.9","36","947"
1/16/2021 8:33:06 a. m.,"365","24.0","36","947"
1/16/2021 8:34:06 a. m.,"379","24.0","36","947"
1/16/2021 8:35:06 a. m.,"371","24.0","36","947"
1/16/2021 8:36:06 a. m.,"359","24.0","36","947"
1/16/2021 8:37:06 a. m.,"386","24.0","36","947"
1/16/2021 8:38:06 a. m.,"379","24.0","36","947"
1/16/2021 8:39:06 a. m.,"388","24.0","36","947"
1/16/2021 8:40:06 a. m.,"375","24.0","36","947"
1/16/2021 8:41:06 a. m.,"364","24.0","36","947"
1/16/2021 8:42:06 a. m.,"382","24.0","36","947"
1/16/2021 8:43:06 a. m.,"374","24.0","36","947"
1/16/2021 8:44:06 a. m.,"370","24.0","36","947"
1/16/2021 8:45:06 a. m.,"369","24.0","36","947"
1/16/2021 8:46:06 a. m.,"381","24.0","36","947"
1/16/2021 8:47:06 a. m.,"370","24.0","36","947"
1/16/2021 8:48:06 a. m.,"366","24.0","36","947"
1/16/2021 8:49:06 a. m.,"375","24.0","36","947"
1/16/2021 8:50:06 a. m.,"379","24.0","36","947"
1/16/2021 8:51:06 a. m.,"357","24.0","36","947"
1/16/2021 8:52:06 a. m.,"370","24.0","36","947"
1/16/2021 8:53:06 a. m.,"362","24.0","36","947"
1/16/2021 8:54:06 a. m.,"371","24.0","36","947"
1/16/2021 8:55:06 a. m.,"369","24.0","36","947"
1/16/2021 8:56:06 a. m.,"360","24.1","36","947"
1/16/2021 8:57:06 a. m.,"392","24.1","36","947"
1/16/2021 8:58:06 a. m.,"365","24.1","36","947"
1/16/2021 8:59:06 a. m.,"365","24.1","36","947"
1/16/2021 9:00:06 a. m.,"360","24.1","36","947"
1/16/2021 9:01:06 a. m.,"372","24.1","36","947"
1/16/2021 9:02:06 a. m.,"359","24.2","36","947"
1/16/2021 9:03:06 a. m.,"376","24.2","36","947"
1/16/2021 9:04:06 a. m.,"363","24.2","36","947"
1/16/2021 9:05:06 a. m.,"374","24.2","36","947"
1/16/2021 9:06:06 a. m.,"383","24.2","36","947"
1/16/2021 9:07:06 a. m.,"372","24.2","36","947"
1/16/2021 9:08:06 a. m.,"379","24.2","36","947"
1/16/2021 9:09:06 a. m.,"372","24.3","36","947"
1/16/2021 9:10:06 a. m.,"370","24.3","36","947"
1/16/2021 9:11:06 a. m.,"374","24.3","36","947"
1/16/2021 9:12:06 a. m.,"378","24.3","36","947"
1/16/2021 9:13:06 a. m.,"365","24.3","35","947"
1/16/2021 9:14:06 a. m.,"369","24.3","35","947"
1/16/2021 9:15:06 a. m.,"360","24.3","35","947"
1/16/2021 9:16:06 a. m.,"370","24.3","35","947"
1/16/2021 9:17:06 a. m.,"372","24.3","35","947"
1/16/2021 9:18:06 a. m.,"383","24.3","35","947"
1/16/2021 9:19:06 a. m.,"378","24.4","35","947"
1/16/2021 9:20:06 a. m.,"374","24.4","35","947"
1/16/2021 9:21:06 a. m.,"363","24.4","35","947"
1/16/2021 9:22:06 a. m.,"373","24.4","35","947"
1/16/2021 9:23:06 a. m.,"382","24.4","35","947"
1/16/2021 9:24:06 a. m.,"370","24.4","35","947"
1/16/2021 9:25:06 a. m.,"373","24.4","35","947"
1/16/2021 9:26:06 a. m.,"384","24.4","35","947"
1/16/2021 9:27:06 a. m.,"360","24.5","35","947"
1/16/2021 9:28:06 a. m.,"364","24.4","35","947"
1/16/2021 9:29:06 a. m.,"382","24.5","35","947"
1/16/2021 9:30:06 a. m.,"369","24.5","35","947"
1/16/2021 9:31:06 a. m.,"381","24.5","35","947"
1/16/2021 9:32:06 a. m.,"361","24.5","35","947"
1/16/2021 9:33:06 a. m.,"360","24.5","35","947"
1/16/2021 9:34:06 a. m.,"374","24.5","35","947"
1/16/2021 9:35:06 a. m.,"356","24.5","35","947"
1/16/2021 9:36:06 a. m.,"358","24.5","35","947"
1/16/2021 9:37:06 a. m.,"368","24.5","35","947"
1/16/2021 9:38:06 a. m.,"370","24.5","35","947"
1/16/2021 9:39:06 a. m.,"363","24.5","35","947"
1/16/2021 9:40:06 a. m.,"374","24.5","35","947"
1/16/2021 9:41:06 a. m.,"365","24.5","35","947"
1/16/2021 9:42:06 a. m.,"371","24.5","35","947"
1/16/2021 9:43:06 a. m.,"388","24.5","35","947"
1/16/2021 9:44:06 a. m.,"369","24.5","35","947"
1/16/2021 9:45:06 a. m.,"364","24.5","35","947"
1/16/2021 9:46:06 a. m.,"378","24.5","35","947"
1/16/2021 9:47:06 a. m.,"371","24.6","35","947"
1/16/2021 9:48:06 a. m.,"379","24.6","35","947"
1/16/2021 9:49:06 a. m.,"364","24.5","35","947"
1/16/2021 9:50:06 a. m.,"374","24.6","35","947"
1/16/2021 9:51:06 a. m.,"365","24.6","35","947"
1/16/2021 9:52:06 a. m.,"373","24.6","35","947"
1/16/2021 9:53:06 a. m.,"362","24.6","35","947"
1/16/2021 9:54:06 a. m.,"372","24.6","35","947"
1/16/2021 9:55:06 a. m.,"374","24.6","35","947"
1/16/2021 9:56:06 a. m.,"370","24.6","35","947"
1/16/2021 9:57:06 a. m.,"382","24.6","35","947"
1/16/2021 9:58:06 a. m.,"383","24.6","35","947"
1/16/2021 9:59:06 a. m.,"360","24.6","35","947"
1/16/2021 10:00:06 a. m.,"368","24.6","35","947"
1/16/2021 10:01:06 a. m.,"379","24.6","35","947"
1/16/2021 10:02:06 a. m.,"368","24.6","35","947"
1/16/2021 10:03:06 a. m.,"368","24.7","35","947"
1/16/2021 10:04:06 a. m.,"381","24.6","35","947"
1/16/2021 10:05:06 a. m.,"376","24.7","35","947"
1/16/2021 10:06:06 a. m.,"381","24.7","35","947"
1/16/2021 10:07:06 a. m.,"381","24.7","35","947"
1/16/2021 10:08:06 a. m.,"375","24.7","35","947"
1/16/2021 10:09:06 a. m.,"378","24.7","35","947"
1/16/2021 10:10:06 a. m.,"378","24.7","35","947"
1/16/2021 10:11:06 a. m.,"370","24.7","35","947"
1/16/2021 10:12:06 a. m.,"379","24.7","35","947"
1/16/2021 10:13:06 a. m.,"371","24.7","35","947"
1/16/2021 10:14:06 a. m.,"372","24.7","35","947"
1/16/2021 10:15:06 a. m.,"380","24.7","35","947"
1/16/2021 10:16:06 a. m.,"370","24.7","35","947"
1/16/2021 10:17:06 a. m.,"384","24.7","35","947"
1/16/2021 10:18:06 a. m.,"378","24.7","35","947"
1/16/2021 10:19:06 a. m.,"369","24.8","35","947"
1/16/2021 10:20:06 a. m.,"385","24.7","35","947"
1/16/2021 10:21:06 a. m.,"382","24.7","35","947"
1/16/2021 10:22:06 a. m.,"364","24.8","35","947"
1/16/2021 10:23:06 a. m.,"373","24.8","35","947"
1/16/2021 10:24:06 a. m.,"374","24.8","35","947"
1/16/2021 10:25:06 a. m.,"385","24.8","35","947"
1/16/2021 10:26:06 a. m.,"364","24.8","35","947"
1/16/2021 10:27:06 a. m.,"371","24.8","35","947"
1/16/2021 10:28:06 a. m.,"368","24.8","35","947"
1/16/2021 10:29:06 a. m.,"385","24.8","35","947"
1/16/2021 10:30:06 a. m.,"380","24.8","35","947"
1/16/2021 10:31:06 a. m.,"367","24.8","35","947"
1/16/2021 10:32:06 a. m.,"359","24.8","35","947"
1/16/2021 10:33:06 a. m.,"374","24.8","35","947"
1/16/2021 10:34:06 a. m.,"379","24.8","35","947"
1/16/2021 10:35:06 a. m.,"373","24.8","35","946"
1/16/2021 10:36:06 a. m.,"374","24.8","35","946"
1/16/2021 10:37:06 a. m.,"368","24.8","35","946"
1/16/2021 10:38:06 a. m.,"373","24.8","35","946"
1/16/2021 10:39:06 a. m.,"380","24.8","35","946"
1/16/2021 10:40:06 a. m.,"376","24.8","35","946"
1/16/2021 10:41:06 a. m.,"358","24.8","35","946"
1/16/2021 10:42:06 a. m.,"352","24.9","35","946"
1/16/2021 10:43:06 a. m.,"366","24.9","35","946"
1/16/2021 10:44:06 a. m.,"369","24.9","35","946"
1/16/2021 10:45:06 a. m.,"369","24.9","35","946"
1/16/2021 10:46:06 a. m.,"386","24.9","35","946"
1/16/2021 10:47:06 a. m.,"377","24.9","35","946"
1/16/2021 10:48:06 a. m.,"379","24.9","35","946"
1/16/2021 10:49:06 a. m.,"371","24.9","35","946"
1/16/2021 10:50:06 a. m.,"358","24.9","35","946"
1/16/2021 10:51:06 a. m.,"383","24.9","35","946"
1/16/2021 10:52:06 a. m.,"382","24.9","35","946"
1/16/2021 10:53:06 a. m.,"380","24.9","35","946"
1/16/2021 10:54:06 a. m.,"370","24.9","35","946"
1/16/2021 10:55:06 a. m.,"361","24.9","35","946"
1/16/2021 10:56:06 a. m.,"381","24.9","35","946"
1/16/2021 10:57:06 a. m.,"359","24.9","35","946"
1/16/2021 10:58:06 a. m.,"363","24.9","35","946"
1/16/2021 10:59:06 a. m.,"377","24.9","35","946"
1/16/2021 11:00:06 a. m.,"373","25.0","35","946"
1/16/2021 11:01:06 a. m.,"373","25.0","35","946"
1/16/2021 11:02:06 a. m.,"363","24.9","35","946"
1/16/2021 11:03:06 a. m.,"351","25.0","35","946"
1/16/2021 11:04:06 a. m.,"393","25.0","35","946"
1/16/2021 11:05:06 a. m.,"378","25.0","35","946"
1/16/2021 11:06:06 a. m.,"377","25.0","35","946"
1/16/2021 11:07:06 a. m.,"373","25.0","35","946"
1/16/2021 11:08:06 a. m.,"371","25.0","35","946"
1/16/2021 11:09:06 a. m.,"377","25.0","35","946"
1/16/2021 11:10:06 a. m.,"358","25.0","35","946"
1/16/2021 11:11:06 a. m.,"380","25.0","35","946"
1/16/2021 11:12:06 a. m.,"375","25.0","35","946"
1/16/2021 11:13:06 a. m.,"371","25.0","35","946"
1/16/2021 11:14:06 a. m.,"381","25.0","35","946"
1/16/2021 11:15:06 a. m.,"369","25.0","35","946"
1/16/2021 11:16:06 a. m.,"372","25.0","35","946"
1/16/2021 11:17:06 a. m.,"375","25.0","35","946"
1/16/2021 11:18:06 a. m.,"377","25.1","35","946"
1/16/2021 11:19:06 a. m.,"375","25.1","35","946"
1/16/2021 11:20:06 a. m.,"377","25.0","35","946"
1/16/2021 11:21:06 a. m.,"371","25.1","35","946"
1/16/2021 11:22:06 a. m.,"380","25.1","35","946"
1/16/2021 11:23:06 a. m.,"369","25.1","35","946"
1/16/2021 11:24:06 a. m.,"380","25.1","35","946"
1/16/2021 11:25:06 a. m.,"377","25.1","35","946"
1/16/2021 11:26:06 a. m.,"366","25.1","35","946"
1/16/2021 11:27:06 a. m.,"392","25.1","35","946"
1/16/2021 11:28:06 a. m.,"375","25.1","35","946"
1/16/2021 11:29:06 a. m.,"372","25.1","35","946"
1/16/2021 11:30:06 a. m.,"356","25.1","35","946"
1/16/2021 11:31:06 a. m.,"367","25.1","35","946"
1/16/2021 11:32:06 a. m.,"382","25.1","35","946"
1/16/2021 11:33:06 a. m.,"370","25.1","35","946"
1/16/2021 11:34:06 a. m.,"364","25.2","35","946"
1/16/2021 11:35:06 a. m.,"362","25.1","35","946"
1/16/2021 11:36:06 a. m.,"392","25.1","35","946"
1/16/2021 11:37:06 a. m.,"394","25.1","35","946"
1/16/2021 11:38:06 a. m.,"408","25.2","35","946"
1/16/2021 11:39:06 a. m.,"409","25.2","35","946"
1/16/2021 11:40:06 a. m.,"429","25.2","35","946"
1/16/2021 11:41:06 a. m.,"445","25.2","35","946"
1/16/2021 11:42:06 a. m.,"447","25.2","35","946"
1/16/2021 11:43:06 a. m.,"420","25.2","35","946"
1/16/2021 11:44:06 a. m.,"435","25.2","35","946"
1/16/2021 11:45:06 a. m.,"420","25.2","35","946"
1/16/2021 11:46:06 a. m.,"418","25.3","35","946"
1/16/2021 11:47:06 a. m.,"420","25.3","35","946"
1/16/2021 11:48:06 a. m.,"417","25.3","35","946"
1/16/2021 11:49:06 a. m.,"413","25.3","35","946"
1/16/2021 11:50:06 a. m.,"401","25.3","35","946"
1/16/2021 11:51:06 a. m.,"399","25.4","35","946"
1/16/2021 11:52:06 a. m.,"371","25.3","35","946"
1/16/2021 11:53:06 a. m.,"391","25.4","35","946"
1/16/2021 11:54:06 a. m.,"376","25.3","35","946"
1/16/2021 11:55:06 a. m.,"361","25.3","35","946"
1/16/2021 11:56:06 a. m.,"377","25.4","35","946"
1/16/2021 11:57:06 a. m.,"387","25.3","35","946"
1/16/2021 11:58:06 a. m.,"379","25.3","35","946"
1/16/2021 11:59:06 a. m.,"395","25.3","35","946"
1/16/2021 12:00:06 p. m.,"380","25.4","35","946"
1/16/2021 12:01:06 p. m.,"397","25.4","35","946"
1/16/2021 12:02:06 p. m.,"384","25.4","35","946"
1/16/2021 12:03:06 p. m.,"397","25.3","35","946"
1/16/2021 12:04:06 p. m.,"394","25.4","35","946"
1/16/2021 12:05:06 p. m.,"381","25.4","35","946"
1/16/2021 12:06:06 p. m.,"380","25.4","35","946"
1/16/2021 12:07:06 p. m.,"369","25.4","35","946"
1/16/2021 12:08:06 p. m.,"386","25.4","35","946"
1/16/2021 12:09:06 p. m.,"382","25.4","35","946"
1/16/2021 12:10:06 p. m.,"393","25.4","35","946"
1/16/2021 12:11:06 p. m.,"357","25.4","35","946"
1/16/2021 12:12:06 p. m.,"390","25.4","35","946"
1/16/2021 12:13:06 p. m.,"380","25.4","35","946"
1/16/2021 12:14:06 p. m.,"377","25.4","35","946"
1/16/2021 12:15:06 p. m.,"379","25.4","35","946"
1/16/2021 12:16:06 p. m.,"350","25.4","35","946"
1/16/2021 12:17:06 p. m.,"371","25.4","35","946"
1/16/2021 12:18:06 p. m.,"373","25.4","35","946"
1/16/2021 12:19:06 p. m.,"367","25.4","35","946"
1/16/2021 12:20:06 p. m.,"359","25.4","35","946"
1/16/2021 12:21:06 p. m.,"370","25.4","35","946"
1/16/2021 12:22:06 p. m.,"376","25.4","35","946"
1/16/2021 12:23:06 p. m.,"386","25.4","35","946"
1/16/2021 12:24:06 p. m.,"386","25.4","35","946"
1/16/2021 12:25:06 p. m.,"399","25.4","35","946"
1/16/2021 12:26:06 p. m.,"389","25.4","35","946"
1/16/2021 12:27:06 p. m.,"383","25.5","35","946"
1/16/2021 12:28:06 p. m.,"368","25.5","35","946"
1/16/2021 12:29:06 p. m.,"373","25.5","35","946"
1/16/2021 12:30:06 p. m.,"377","25.5","35","946"
1/16/2021 12:31:06 p. m.,"390","25.5","35","946"
1/16/2021 12:32:06 p. m.,"386","25.6","35","946"
1/16/2021 12:33:06 p. m.,"389","25.5","35","946"
1/16/2021 12:34:06 p. m.,"393","25.5","35","946"
1/16/2021 12:35:06 p. m.,"407","25.6","35","946"
1/16/2021 12:36:06 p. m.,"384","25.6","35","946"
1/16/2021 12:37:06 p. m.,"412","25.6","35","946"
1/16/2021 12:38:06 p. m.,"394","25.6","35","946"
1/16/2021 12:39:06 p. m.,"456","25.7","35","946"
1/16/2021 12:40:06 p. m.,"393","25.7","35","946"
1/16/2021 12:41:06 p. m.,"400","25.7","35","946"
